id,ordinalMu,score,marbles
96,1.5175773134558614,276.4269399973652,277
174,1.4505489249504555,258.5434665166477,280
51,1.358981867856477,83.8159087043931,216
159,1.3107429619861863,242.5922743231758,284
151,1.2443001250203545,239.3999717306633,272
153,1.235255846248162,253.3467605235722,287
149,1.231622964318313,235.69821651496093,268
124,1.2269367283581893,219.55611087070014,242
157,1.2249754769527528,147.09792123556275,242
23,1.2170136810030654,221.00363306419095,262
3,1.2112258455307352,174.55210555240683,246
106,1.1858250544091873,234.99049451770657,267
6,1.1770791532971079,248.00209932273935,295
141,1.1741794860098633,213.5622596239486,254
109,1.170689632860903,239.2520995200951,275
117,1.170247858831756,197.74634928448685,238
170,1.1696676436984785,199.19819294914134,238
58,1.1634283547327158,219.51022475381222,256
2,1.1424730140752304,256.613309452217,263
107,1.1264793719673296,224.27691893543093,258
78,1.126097010773506,127.03825419714052,226
194,1.1234448592003,144.09380370519904,226
133,1.1215940040711465,134.49949255485458,228
131,1.1140702302471956,214.1800011153731,248
127,1.0970217106662739,129.6730192904217,224
32,1.0951049521134777,229.35491728866685,259
143,1.0919426970253479,131.53402125660068,217
89,1.0901359000703934,133.51294094796356,229
82,1.0877696873277822,122.68352849063001,229
87,1.0848143478205174,57.989803213907486,219
7,1.0765347974563366,199.56421750601072,242
46,1.0710016532720668,206.55424203994636,234
75,1.0533749318450787,220.2666225264491,247
122,1.0481253399138581,191.54762783163602,236
145,1.033540186915522,0.0,200
79,1.0298209175641817,204.01375701969727,236
64,1.0116610031390634,142.2316259556846,248
185,1.0063440270271722,125.52331138692603,214
52,1.0062028980446673,199.1694852040843,245
99,1.0024077832626113,178.25941679806377,228
67,0.9970346009749462,133.39492374970752,243
97,0.9936551078484389,191.50665407995223,231
41,0.9844435404461168,68.88055559795288,206
73,0.976610801692202,168.71489959066474,228
173,0.971418263661203,201.28928908227718,237
198,0.964557419813197,106.0166262741659,220
81,0.9599546869799083,186.73120225392228,226
115,0.9561835510796926,200.1532647667982,234
192,0.9532163734902792,109.1526182144452,203
1,0.9400560429617544,170.0803650953963,217
179,0.9320207142402056,111.18095310280454,222
103,0.9312569566451531,106.32631589791256,216
111,0.9271343485012433,161.29141762194348,213
125,0.9255467127287856,174.6009314087155,214
4,0.9174427026072816,153.78344193108364,202
84,0.91600595747158,167.5347678463326,215
49,0.9116738584640461,216.55015632480863,239
43,0.9116296903519845,161.01710188732767,209
196,0.9087944973167289,165.0228828072809,214
140,0.9040809654148114,193.16540375939132,226
171,0.897057282157106,100.72872091245091,197
71,0.8944982886427416,107.25633974318947,216
189,0.888394162240276,159.5383768597279,205
24,0.8844054071479048,173.5638179206536,221
37,0.8751578875518343,194.11211410765853,226
91,0.8734941239889731,169.8093134850377,222
180,0.8718081711795191,135.9414041165353,239
26,0.8712928954004182,110.91922468840934,202
167,0.87121794392906,166.14283405632222,213
85,0.86903428110555,134.52512087966832,202
165,0.8606550841851173,108.63749258263093,210
31,0.8602059051873514,60.868350064317525,201
146,0.8595758710952837,146.10862339316554,202
62,0.8587641909292838,190.70648973074714,224
137,0.8575731176892728,65.15736970479067,204
14,0.8539956346442044,162.97912394483964,210
104,0.8379304810896593,147.46994576775012,193
195,0.8378316923278847,114.30885778192089,205
134,0.8369849545201594,177.30296515092985,205
135,0.8317463773047344,155.25224529682677,201
66,0.8287354747163906,156.5351475838595,202
70,0.8231988430701149,84.8797401389753,198
21,0.8220727920528176,148.22853962563354,197
98,0.8204910830840257,155.63759567380032,207
120,0.8166657893429912,165.3438883797457,214
94,0.8150717671837551,71.26616860787216,221
20,0.8120364204848665,109.00632101755255,212
34,0.8050124060926582,94.63247012300704,203
121,0.8048463481466633,198.6119804849355,219
161,0.8035561709210888,154.13822499525654,203
162,0.8020526028442557,156.62331026699144,206
128,0.8015253756177058,154.62382163842506,202
86,0.7994373427254011,46.875021343599634,200
74,0.7987144684851455,96.38299924715756,199
130,0.7939393356584268,88.18841138109909,188
112,0.7867143682584893,188.82153142820016,224
36,0.7856365600609918,145.3388466452904,200
29,0.7848535328898989,135.38306471171677,191
69,0.7840469769955014,45.17867172195233,198
88,0.7798288289022981,164.72821137123356,200
138,0.7754190760932553,142.4963183569812,195
150,0.772682114675172,119.19691174565361,190
19,0.7630889008365883,126.28432296913442,188
38,0.7560444929932023,92.58904511128786,194
176,0.7557070854786158,143.00530139962152,196
18,0.7539106086147648,143.98879721598635,196
160,0.7535462288116834,170.1493469333965,204
197,0.7463145105234408,170.5691446419935,224
123,0.7462617127786474,95.11572427351646,208
154,0.7457479875755402,116.23144591649981,188
186,0.7339298280481261,95.63396915167073,202
191,0.7330968321225548,133.27600795313515,200
110,0.7264503755290928,110.9837133722369,225
22,0.7170555525598918,80.03655960503761,189
72,0.7156230896126794,96.5393603019011,194
12,0.7122760871954358,86.08208933241418,190
15,0.711599943197934,131.6277441757967,195
172,0.6932094500895328,118.36500442531613,187
152,0.6921797625140258,119.63008046257849,173
27,0.6833525529098878,126.35848968782258,173
68,0.6832393335037916,95.23579538087104,193
166,0.6798222173479765,139.87169114639823,191
178,0.6754529843007145,36.78522119215734,192
188,0.667180896202629,129.369981966146,184
136,0.6652977973619559,125.37802373628651,193
93,0.6508325955676812,136.2828721288513,188
10,0.6491547066003063,94.17616638668022,188
126,0.6491430342220181,153.8762536352665,199
116,0.6406917530441423,112.72076297642414,187
59,0.6373507003692688,34.161819434383425,195
5,0.6320417860876125,154.90246924948045,206
61,0.6259657903276481,125.33785385871562,164
144,0.6199413850092629,121.60960323467026,185
108,0.6174547536661577,85.9930160779786,186
28,0.6109911239026422,134.06316988144584,188
199,0.6109072465056894,69.43432960755979,186
54,0.5986578578826557,117.96140103901384,169
60,0.5975142739309713,139.0884919897008,171
9,0.5917258630391953,111.71421838987163,162
63,0.5795766029358809,104.03488196985577,154
42,0.5722067217208202,76.05147064970488,177
168,0.5709835404234505,100.50802697596404,171
100,0.5702343461771945,132.37761834613252,170
95,0.5699458197489802,123.27421986134532,182
65,0.5688331727940666,49.705855828903516,193
190,0.5630108833521476,86.8320184619113,169
113,0.5626793204615383,105.27197697311014,163
83,0.5593280245318462,93.30202546515761,163
114,0.5591897243276147,75.68895600431912,194
102,0.5548766441793085,38.19777825613181,193
169,0.5409383675616911,95.03187675483343,149
147,0.5389307696491097,79.56393006787167,160
45,0.5357536454297485,106.56670085445009,173
76,0.5342850479776698,77.21721785181533,195
183,0.5339883147397325,104.88779474631946,155
156,0.5318214949227623,103.72529693135967,153
139,0.531639336897073,124.70835982806562,186
80,0.5275481698838836,119.33544818996586,178
55,0.5173110852211581,78.57011642082884,181
50,0.5126161230515969,143.74849682588632,181
56,0.5042698552096095,101.04179485340174,178
16,0.4987057527992142,72.69118122092215,177
148,0.49586172283786134,100.85558742831908,167
