id,ordinalMu,score,marbles,events
97,1.5017487704407375,100.0,238,1
74,1.3641023968118295,296.27188848189115,300,3
24,1.2971916986495258,378.64238558354776,325,4
72,1.2573825358809805,74.43877562269674,219,1
94,1.2466687735655235,73.47519524393824,228,1
47,1.2189890309935034,233.01529939702772,258,3
6,1.2072238094522132,158.33522876566076,241,2
88,1.1556754511019527,246.54508195763103,271,3
4,1.155225380932313,130.98367758965665,234,2
23,1.135200591806818,0.0,200,0
42,1.1127792546172999,271.4257973893083,289,3
99,1.110784327745022,73.72539775449651,227,1
84,1.0943875378389778,149.75016066059356,241,2
19,1.0644532857036202,358.86966766150795,271,5
60,1.053751667002658,205.34631487331563,245,3
18,1.0504357462590308,302.4655430857239,273,4
65,1.044634096291806,181.73852506283492,234,3
83,1.043064857166311,68.43938511634727,215,1
13,1.0270197120950124,63.25171586885905,210,1
14,1.0247591117278085,62.98729603912624,209,1
59,1.0146110637594963,132.98087567562226,231,2
16,0.974036335230891,86.97698486994389,230,1
28,0.9728430215168511,123.57247056237955,223,2
21,0.957591450336717,72.23636789655583,223,1
2,0.9570350991008875,110.2040985571839,212,2
85,0.9569104647545946,277.0808416107712,219,5
46,0.945702872400175,168.75272397273963,217,3
91,0.9391292422028701,118.05460831687128,218,2
37,0.9341218708297412,282.7508335280191,258,4
30,0.9292655601479517,159.02813264371727,217,3
10,0.9291395015325552,258.6416521268522,242,4
70,0.9290160608616815,183.05079132684807,229,3
58,0.9268026915632763,65.0840522498145,216,1
27,0.9226014167989991,105.66301677784523,210,2
34,0.9194037614743651,123.03882119860705,216,2
57,0.9167089121372489,253.7561862367084,247,4
41,0.9140907196019261,224.31915256678923,213,4
86,0.9040439337384314,177.8954497374548,220,3
0,0.90159348458738,176.03174205466075,221,3
51,0.8957931651836935,118.19695665074167,186,3
52,0.8783194000132624,158.25315984772686,208,3
15,0.8682036930363477,241.96466205082376,201,5
63,0.8678734222953927,63.225465908820645,209,1
32,0.8660044559303305,64.33920111931528,212,1
53,0.8508777315910323,205.68176299191487,208,4
7,0.8420097092852302,106.88340452037882,210,2
80,0.8418118800172166,106.7506998991358,208,2
79,0.8400562734228888,113.61365964780438,218,2
43,0.8232287876322499,42.91607042465964,194,1
55,0.8183429140897611,87.4259383761917,201,2
3,0.8123345368166649,52.2796861859174,202,1
50,0.8123079801320733,145.46577163323005,199,3
78,0.7982164033820773,155.8081773904142,208,3
93,0.7681121697619316,100.87432961024506,205,2
56,0.7652358300911289,132.98721856852202,190,3
38,0.7628829730329658,129.1848544464231,188,3
77,0.7599825263803707,204.23890106603363,247,3
36,0.7441625797920411,154.18395231569397,182,4
68,0.7402619927485417,39.69125892100538,194,1
76,0.7242804291565276,90.91173810738141,166,3
92,0.7153472099067746,195.23853469953644,204,4
87,0.6988064962076207,133.9028706364683,192,3
66,0.6831139148130302,173.08303108286503,199,4
64,0.6759139503654219,163.3275750383695,221,3
40,0.6619743563426662,153.21770373617926,153,5
25,0.6550465047973495,88.84023936966409,194,2
69,0.6531245646779925,101.27752061408202,174,3
75,0.6422374710940639,0.0,200,0
73,0.6416009526313469,145.60951587239904,173,4
12,0.6390583774798526,129.5776119191502,187,3
71,0.6227194547246846,17.43564864054351,176,1
11,0.6136618064928042,96.32269712929656,171,3
26,0.6071567798229585,54.34989070695456,167,2
5,0.600124871283077,115.96738397637989,181,3
48,0.5996617659905166,95.89288757608513,170,3
98,0.5908962571801655,92.42350030305039,197,2
96,0.5787666271399461,144.2097305646734,171,4
61,0.5610785875925195,72.35547570985592,183,2
81,0.5583647991912061,40.92375083059275,159,2
31,0.5562746259287715,60.86432561886556,174,2
54,0.5034876073081309,63.6273175852604,143,3
67,0.49517372648016933,21.93758648349636,179,1
44,0.49242482562543477,84.3471309142933,129,4
8,0.4897543720602184,98.07427746569645,141,4
22,0.48608944833618295,50.18225711644701,166,2
17,0.4490924474513345,40.48231662832276,131,3
45,0.4213578211886251,56.92567117614384,167,2
82,0.418814074588596,27.553419255107737,181,1
33,0.3660858489448664,33.30305875363262,153,2
62,0.3619932517909068,48.86528595892159,134,3
90,0.3446632023865533,14.996411994972284,141,2
35,0.31933074112379745,7.509905794909432,134,2
89,0.30715634632858013,47.4333478010647,110,4
49,0.2887838165316054,59.99616127738318,145,3
95,0.28129315501672825,5.835064513187354,165,1
29,0.25446004013871426,17.166881947150163,174,1
9,0.2520112925678918,15.090145255964643,172,1
39,0.24578674184450433,32.79631332336912,154,2
20,0.1730270711091164,8.91479267895468,90,4
1,0.12258153750628631,27.043867471261727,119,3
