scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2951,0.083382,-0.015964,-0.018446,0.047640,0.035406,15.683158,0.592003,0.868858
overall,rated-only,LLR,,,,2951,0.083219,-0.013482,-0.015957,0.047777,0.035497,10.152830,0.588614,0.868180
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.105242,-0.043209,-0.045600,0.047796,0.036123,9.603383,0.607143,0.889098
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.105260,-0.043149,-0.045542,0.047817,0.036127,7.524436,0.610902,0.889098
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.121627,-0.021344,-0.025158,0.074011,0.056202,2.121622,0.432432,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.121986,0.015634,0.011926,0.077718,0.059064,1.175676,0.378378,0.716216
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.075682,-0.016989,-0.018932,0.044928,0.033479,5.951368,0.574468,0.841945
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,327,0.076155,-0.017200,-0.019149,0.045237,0.033697,4.541284,0.571865,0.844037
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077482,-0.001799,-0.004339,0.049513,0.035882,23.879044,0.575246,0.873418
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077419,0.003220,0.000689,0.050053,0.036185,9.501404,0.561798,0.879213
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073820,-0.006401,-0.008633,0.044772,0.033374,19.844037,0.600917,0.870642
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073300,-0.005488,-0.007706,0.044459,0.033181,15.826606,0.602752,0.867890
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085145,-0.039835,-0.042497,0.046860,0.036023,2.376238,0.683168,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085210,-0.039853,-0.042513,0.046922,0.036056,1.980198,0.683168,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119424,-0.040101,-0.046919,0.057905,0.043481,1.970149,0.626866,0.880597
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119455,-0.039660,-0.046557,0.057966,0.043515,1.761194,0.626866,0.880597
group,all,LLR,L2s Main LLR Backtesting,Revolver,,41,0.080975,-0.036051,-0.038643,0.043579,0.031153,1.609756,0.585366,0.902439
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079129,-0.035420,-0.037988,0.042579,0.030490,1.095238,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116043,-0.084962,-0.095112,0.082430,0.062125,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116642,-0.083908,-0.094049,0.083088,0.062405,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,660,0.049110,0.031181,0.029397,0.043436,0.031067,7.012121,0.681818,0.933333
finish_quintile,all,LLR,,,20-40%,650,0.057624,0.020542,0.018499,0.044364,0.032405,12.932308,0.632308,0.898462
finish_quintile,all,LLR,,,40-60%,620,0.061802,0.008780,0.006571,0.042391,0.030431,16.554839,0.606452,0.900000
finish_quintile,all,LLR,,,60-80%,565,0.073861,-0.009581,-0.012148,0.044206,0.032429,18.699115,0.543363,0.861947
finish_quintile,all,LLR,,,bottom 20%,456,0.210839,-0.177791,-0.182176,0.069785,0.056415,27.232456,0.445175,0.699561
finish_quintile,rated-only,LLR,,,top 20%,572,0.048948,0.033449,0.031721,0.043674,0.031461,7.314685,0.676573,0.923077
finish_quintile,rated-only,LLR,,,20-40%,601,0.055749,0.024802,0.022803,0.044063,0.031992,11.775374,0.633943,0.911814
finish_quintile,rated-only,LLR,,,40-60%,613,0.062930,0.017720,0.015561,0.044333,0.032024,12.745514,0.593801,0.884176
finish_quintile,rated-only,LLR,,,60-80%,604,0.066660,0.000179,-0.002291,0.041571,0.029853,10.246689,0.579470,0.887417
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.187590,-0.151149,-0.155247,0.066385,0.053241,8.374332,0.454545,0.727273
rating_quintile,all,LLR,,,top 20%,749,0.057751,-0.010710,-0.012577,0.042687,0.031703,10.504673,0.707610,0.935915
rating_quintile,all,LLR,,,20-40%,782,0.066736,-0.006946,-0.009158,0.046350,0.033848,16.526854,0.632992,0.909207
rating_quintile,all,LLR,,,40-60%,759,0.094693,-0.011845,-0.014306,0.050653,0.037775,19.424242,0.520422,0.831357
rating_quintile,all,LLR,,,60-80%,532,0.105381,-0.024123,-0.027411,0.050154,0.037662,17.404135,0.516917,0.810150
rating_quintile,all,LLR,,,bottom 20%,129,0.175832,-0.091736,-0.096221,0.056123,0.043107,11.527132,0.403101,0.697674
rating_quintile,rated-only,LLR,,,top 20%,563,0.055249,-0.008326,-0.010058,0.041288,0.030931,7.715808,0.724689,0.939609
rating_quintile,rated-only,LLR,,,20-40%,595,0.062235,-0.005159,-0.007221,0.045245,0.032899,11.805042,0.633613,0.919328
rating_quintile,rated-only,LLR,,,40-60%,600,0.083883,-0.013885,-0.016094,0.047147,0.035061,12.843333,0.608333,0.880000
rating_quintile,rated-only,LLR,,,60-80%,593,0.085669,0.001451,-0.000963,0.051323,0.037496,10.907251,0.490725,0.826307
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.127190,-0.040928,-0.044838,0.053502,0.040821,7.365000,0.493333,0.780000
