scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2946,0.083339,-0.015339,-0.017796,0.047663,0.035420,15.700272,0.591989,0.867278
overall,rated-only,LLR,,,,2949,0.083116,-0.012983,-0.015435,0.047760,0.035476,10.143438,0.587657,0.868091
group,all,LLR,L2s Main LLR Backtesting,Open,,531,0.105254,-0.042682,-0.045021,0.047854,0.036169,9.598870,0.610169,0.887006
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.105075,-0.042665,-0.045004,0.047771,0.036087,7.520677,0.609023,0.890977
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.120923,-0.020477,-0.024088,0.073628,0.056091,2.148649,0.432432,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.121719,0.016400,0.012875,0.077663,0.059452,1.229730,0.378378,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,326,0.075980,-0.016955,-0.018844,0.045097,0.033662,5.981595,0.570552,0.831288
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,326,0.076032,-0.017111,-0.019011,0.045159,0.033696,4.536810,0.567485,0.831288
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077192,-0.000647,-0.003222,0.049387,0.035762,23.884669,0.580872,0.880450
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077256,0.004479,0.001926,0.050025,0.036124,9.459270,0.566011,0.884831
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073779,-0.005729,-0.007920,0.044816,0.033383,19.834862,0.597248,0.866055
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073205,-0.005099,-0.007303,0.044454,0.033137,15.815596,0.600917,0.867890
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085176,-0.040088,-0.042708,0.046874,0.036039,2.386139,0.683168,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085169,-0.040162,-0.042798,0.046862,0.036040,1.990099,0.683168,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.120819,-0.041235,-0.048278,0.058540,0.044029,1.924242,0.621212,0.878788
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.120848,-0.042214,-0.049068,0.058433,0.043884,1.742424,0.606061,0.878788
group,all,LLR,L2s Main LLR Backtesting,Revolver,,41,0.081158,-0.036369,-0.038880,0.043781,0.031280,1.609756,0.585366,0.902439
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079342,-0.035857,-0.038364,0.042788,0.030622,1.095238,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.117063,-0.085813,-0.096098,0.083219,0.062661,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.117333,-0.084707,-0.095064,0.083561,0.062459,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,656,0.049228,0.031141,0.029351,0.043533,0.031100,7.030488,0.689024,0.934451
finish_quintile,all,LLR,,,20-40%,650,0.057715,0.020443,0.018409,0.044429,0.032524,12.904615,0.627692,0.892308
finish_quintile,all,LLR,,,40-60%,620,0.061997,0.009340,0.007147,0.042529,0.030551,16.556452,0.603226,0.896774
finish_quintile,all,LLR,,,60-80%,564,0.074232,-0.008628,-0.011158,0.044439,0.032554,18.737589,0.542553,0.859929
finish_quintile,all,LLR,,,bottom 20%,456,0.209219,-0.175064,-0.179351,0.069183,0.055929,27.236842,0.447368,0.703947
finish_quintile,rated-only,LLR,,,top 20%,571,0.048776,0.033070,0.031335,0.043517,0.031328,7.306480,0.688266,0.926445
finish_quintile,rated-only,LLR,,,20-40%,601,0.055808,0.024520,0.022524,0.044102,0.032041,11.742097,0.623960,0.913478
finish_quintile,rated-only,LLR,,,40-60%,612,0.063230,0.017958,0.015808,0.044556,0.032189,12.772876,0.589869,0.880719
finish_quintile,rated-only,LLR,,,60-80%,604,0.067014,0.000941,-0.001501,0.041794,0.030015,10.243377,0.577815,0.882450
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.186350,-0.148781,-0.152791,0.065916,0.052845,8.342246,0.454545,0.730838
rating_quintile,all,LLR,,,top 20%,745,0.057921,-0.010934,-0.012802,0.042772,0.031681,10.459060,0.703356,0.936913
rating_quintile,all,LLR,,,20-40%,782,0.066564,-0.006589,-0.008790,0.046280,0.033847,16.574169,0.634271,0.907928
rating_quintile,all,LLR,,,40-60%,760,0.094796,-0.011121,-0.013560,0.050767,0.037865,19.415789,0.523684,0.830263
rating_quintile,all,LLR,,,60-80%,531,0.105316,-0.022481,-0.025702,0.050232,0.037753,17.480226,0.514124,0.802260
rating_quintile,all,LLR,,,bottom 20%,128,0.174570,-0.089842,-0.094229,0.055503,0.042604,11.421875,0.414063,0.703125
rating_quintile,rated-only,LLR,,,top 20%,562,0.055106,-0.009143,-0.010878,0.041112,0.030815,7.642349,0.724199,0.941281
rating_quintile,rated-only,LLR,,,20-40%,595,0.062077,-0.004871,-0.006928,0.045157,0.032832,11.781513,0.631933,0.919328
rating_quintile,rated-only,LLR,,,40-60%,600,0.084290,-0.013763,-0.015965,0.047477,0.035246,12.913333,0.605000,0.881667
rating_quintile,rated-only,LLR,,,60-80%,592,0.085490,0.001155,-0.001246,0.051122,0.037379,10.873311,0.500000,0.826014
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.126697,-0.037795,-0.041610,0.053534,0.040818,7.371667,0.485000,0.776667
