scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2949,0.083395,-0.015782,-0.018266,0.047650,0.035416,15.677179,0.590031,0.867752
overall,rated-only,LLR,,,,2950,0.083213,-0.013427,-0.015915,0.047773,0.035499,10.152203,0.588814,0.868814
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.105121,-0.042965,-0.045384,0.047743,0.036094,9.590226,0.607143,0.889098
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.105134,-0.042873,-0.045273,0.047756,0.036113,7.522556,0.607143,0.889098
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.121482,-0.021659,-0.025339,0.073847,0.056271,2.121622,0.405405,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.122090,0.015291,0.011741,0.077709,0.059539,1.202703,0.378378,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,327,0.075888,-0.017009,-0.018953,0.045044,0.033573,5.963303,0.562691,0.847095
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,326,0.076177,-0.017107,-0.019058,0.045258,0.033713,4.524540,0.558282,0.849693
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,710,0.077541,-0.001666,-0.004202,0.049547,0.035902,23.898592,0.573239,0.874648
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077404,0.003284,0.000748,0.050047,0.036159,9.490169,0.561798,0.882022
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.073824,-0.005963,-0.008191,0.044796,0.033377,19.807516,0.602200,0.865261
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.073280,-0.005394,-0.007642,0.044454,0.033151,15.819432,0.609533,0.867094
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085386,-0.040388,-0.043052,0.046953,0.036027,2.366337,0.683168,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085391,-0.040489,-0.043175,0.046951,0.036028,1.980198,0.683168,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.120350,-0.041072,-0.048105,0.058185,0.043786,1.954545,0.621212,0.878788
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.120527,-0.040760,-0.047828,0.058339,0.043954,1.742424,0.621212,0.878788
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079529,-0.036388,-0.038915,0.042788,0.030649,1.571429,0.595238,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079524,-0.036355,-0.038880,0.042788,0.030650,1.095238,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116405,-0.085237,-0.095284,0.082731,0.062557,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116444,-0.084028,-0.094169,0.082886,0.062180,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,659,0.049215,0.031327,0.029550,0.043516,0.031096,7.021244,0.676783,0.933232
finish_quintile,all,LLR,,,20-40%,650,0.057615,0.020653,0.018617,0.044356,0.032432,12.887692,0.630769,0.890769
finish_quintile,all,LLR,,,40-60%,620,0.061779,0.008898,0.006695,0.042373,0.030430,16.548387,0.604839,0.900000
finish_quintile,all,LLR,,,60-80%,564,0.073962,-0.009397,-0.011977,0.044254,0.032472,18.716312,0.544326,0.863475
finish_quintile,all,LLR,,,bottom 20%,456,0.210594,-0.177250,-0.181660,0.069696,0.056331,27.219298,0.442982,0.701754
finish_quintile,rated-only,LLR,,,top 20%,571,0.049044,0.033480,0.031750,0.043750,0.031483,7.318739,0.676007,0.926445
finish_quintile,rated-only,LLR,,,20-40%,601,0.055768,0.024819,0.022819,0.044076,0.032024,11.763727,0.628952,0.908486
finish_quintile,rated-only,LLR,,,40-60%,613,0.062844,0.017617,0.015450,0.044270,0.032005,12.740620,0.600326,0.884176
finish_quintile,rated-only,LLR,,,60-80%,604,0.066650,0.000275,-0.002210,0.041559,0.029869,10.245033,0.577815,0.887417
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.187480,-0.150819,-0.154955,0.066345,0.053189,8.381462,0.456328,0.730838
rating_quintile,all,LLR,,,top 20%,746,0.057968,-0.010453,-0.012306,0.042866,0.031819,10.467828,0.699732,0.932976
rating_quintile,all,LLR,,,20-40%,783,0.066678,-0.006806,-0.009009,0.046294,0.033811,16.499361,0.630907,0.909323
rating_quintile,all,LLR,,,40-60%,761,0.094497,-0.011682,-0.014143,0.050573,0.037731,19.403417,0.521682,0.827858
rating_quintile,all,LLR,,,60-80%,531,0.105483,-0.023719,-0.027038,0.050174,0.037710,17.472693,0.517891,0.809793
rating_quintile,all,LLR,,,bottom 20%,128,0.176211,-0.093189,-0.097749,0.055984,0.042914,11.406250,0.406250,0.710938
rating_quintile,rated-only,LLR,,,top 20%,562,0.055211,-0.008495,-0.010227,0.041221,0.030936,7.722420,0.722420,0.939502
rating_quintile,rated-only,LLR,,,20-40%,595,0.062118,-0.005031,-0.007089,0.045178,0.032851,11.734454,0.633613,0.919328
rating_quintile,rated-only,LLR,,,40-60%,600,0.084160,-0.014103,-0.016321,0.047343,0.035184,12.916667,0.601667,0.878333
rating_quintile,rated-only,LLR,,,60-80%,593,0.085463,0.001652,-0.000777,0.051194,0.037426,10.890388,0.499157,0.824621
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.127187,-0.040601,-0.044551,0.053533,0.040810,7.365000,0.495000,0.786667
