scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2951,0.083366,-0.015871,-0.018376,0.047639,0.035392,15.687225,0.592680,0.869875
overall,rated-only,LLR,,,,2951,0.083202,-0.013388,-0.015879,0.047771,0.035486,10.158251,0.587936,0.867503
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.105263,-0.042839,-0.045270,0.047844,0.036131,9.622180,0.609023,0.887218
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.105241,-0.042958,-0.045393,0.047817,0.036123,7.543233,0.610902,0.887218
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.121626,-0.021332,-0.025119,0.074014,0.056225,2.135135,0.432432,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.122073,0.015615,0.011928,0.077764,0.059205,1.135135,0.391892,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,328,0.075793,-0.017016,-0.018991,0.044994,0.033507,5.963415,0.573171,0.850610
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,328,0.075840,-0.017020,-0.018985,0.045069,0.033547,4.533537,0.573171,0.847561
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077425,-0.001833,-0.004382,0.049473,0.035839,23.879044,0.575246,0.877637
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077514,0.003269,0.000743,0.050114,0.036227,9.514768,0.558368,0.879044
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073842,-0.006348,-0.008596,0.044787,0.033376,19.846789,0.601835,0.868807
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073298,-0.005397,-0.007629,0.044459,0.033166,15.833028,0.601835,0.866972
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085196,-0.039972,-0.042679,0.046886,0.036006,2.376238,0.683168,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085209,-0.039873,-0.042567,0.046912,0.036017,1.980198,0.683168,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119264,-0.039234,-0.046182,0.057930,0.043533,1.970149,0.626866,0.880597
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119424,-0.039556,-0.046513,0.057976,0.043557,1.761194,0.626866,0.880597
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079013,-0.035359,-0.037935,0.042514,0.030447,1.571429,0.595238,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.079062,-0.035486,-0.038085,0.042536,0.030468,1.095238,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116844,-0.085376,-0.095549,0.083105,0.062801,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.115945,-0.083511,-0.093588,0.082520,0.061881,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,660,0.049156,0.031254,0.029457,0.043475,0.031082,7.016667,0.684848,0.931818
finish_quintile,all,LLR,,,20-40%,650,0.057615,0.020610,0.018549,0.044356,0.032398,12.940000,0.630769,0.898462
finish_quintile,all,LLR,,,40-60%,620,0.061800,0.008794,0.006567,0.042389,0.030415,16.559677,0.606452,0.903226
finish_quintile,all,LLR,,,60-80%,565,0.073845,-0.009464,-0.012057,0.044197,0.032417,18.699115,0.543363,0.861947
finish_quintile,all,LLR,,,bottom 20%,456,0.210704,-0.177555,-0.181985,0.069747,0.056354,27.234649,0.447368,0.703947
finish_quintile,rated-only,LLR,,,top 20%,572,0.048971,0.033511,0.031777,0.043690,0.031466,7.318182,0.676573,0.921329
finish_quintile,rated-only,LLR,,,20-40%,601,0.055776,0.024879,0.022872,0.044084,0.031998,11.775374,0.628952,0.913478
finish_quintile,rated-only,LLR,,,40-60%,613,0.062911,0.017757,0.015584,0.044317,0.032007,12.755302,0.593801,0.882545
finish_quintile,rated-only,LLR,,,60-80%,604,0.066634,0.000294,-0.002191,0.041554,0.029846,10.258278,0.577815,0.885762
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.187493,-0.150965,-0.155098,0.066348,0.053193,8.376114,0.458111,0.727273
rating_quintile,all,LLR,,,top 20%,748,0.057731,-0.010672,-0.012549,0.042670,0.031718,10.455882,0.707219,0.934492
rating_quintile,all,LLR,,,20-40%,783,0.066645,-0.006761,-0.008993,0.046308,0.033777,16.561941,0.633461,0.913155
rating_quintile,all,LLR,,,40-60%,759,0.094774,-0.011885,-0.014366,0.050710,0.037810,19.446640,0.520422,0.830040
rating_quintile,all,LLR,,,60-80%,532,0.105324,-0.023932,-0.027259,0.050137,0.037631,17.396617,0.520677,0.813910
rating_quintile,all,LLR,,,bottom 20%,129,0.175814,-0.091525,-0.096078,0.056158,0.043049,11.542636,0.403101,0.697674
rating_quintile,rated-only,LLR,,,top 20%,563,0.055114,-0.008394,-0.010130,0.041154,0.030894,7.715808,0.721137,0.937833
rating_quintile,rated-only,LLR,,,20-40%,595,0.062464,-0.005183,-0.007251,0.045434,0.032984,11.838655,0.628571,0.921008
rating_quintile,rated-only,LLR,,,40-60%,600,0.083873,-0.013705,-0.015930,0.047152,0.035046,12.845000,0.608333,0.880000
rating_quintile,rated-only,LLR,,,60-80%,593,0.085615,0.001757,-0.000672,0.051297,0.037466,10.917369,0.490725,0.822934
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.127066,-0.040863,-0.044806,0.053431,0.040758,7.346667,0.498333,0.780000
