scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2947,0.083757,-0.016553,-0.018779,0.047796,0.035641,15.714625,0.571429,0.855446
overall,rated-only,LLR,,,,2945,0.083593,-0.014136,-0.016369,0.047929,0.035722,10.196604,0.569100,0.856027
group,all,LLR,L2s Main LLR Backtesting,Open,,531,0.105378,-0.042983,-0.045065,0.047871,0.036331,9.640301,0.580038,0.875706
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,531,0.105386,-0.043041,-0.045124,0.047872,0.036337,7.561205,0.578154,0.875706
group,all,LLR,L2s Main LLR Backtesting,Limited,,73,0.124156,-0.023968,-0.027398,0.075233,0.057539,2.150685,0.383562,0.753425
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,73,0.123892,0.013666,0.010326,0.078617,0.060168,1.191781,0.356164,0.698630
group,all,LLR,L2s Main LLR Backtesting,PCC,,327,0.076154,-0.017181,-0.018975,0.045165,0.033824,5.996942,0.556575,0.828746
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,326,0.076423,-0.017188,-0.018979,0.045370,0.033950,4.588957,0.555215,0.828221
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077402,-0.002284,-0.004735,0.049445,0.035890,23.835674,0.570225,0.867978
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077505,0.002693,0.000235,0.050083,0.036254,9.518987,0.558368,0.873418
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.074174,-0.006597,-0.008569,0.044992,0.033654,19.849679,0.575619,0.851512
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.073581,-0.005876,-0.007851,0.044626,0.033403,15.854262,0.579285,0.853346
group,all,LLR,L2s Main LLR Backtesting,Production,,100,0.086389,-0.041406,-0.043766,0.047417,0.036446,2.410000,0.650000,0.840000
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,100,0.086472,-0.041601,-0.043990,0.047472,0.036498,1.990000,0.660000,0.840000
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.122422,-0.050382,-0.055364,0.057801,0.043617,1.954545,0.590909,0.863636
