scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
finish_quintile,rated-only,LLR,,,20-40%,602,0.057789,0.029331,0.026439,0.045713,0.032887,11.815615,0.692691,0.941860
finish_quintile,rated-only,LLR,,,40-60%,613,0.064948,0.023265,0.020192,0.045796,0.032882,12.827080,0.660685,0.926591
finish_quintile,rated-only,LLR,,,60-80%,604,0.068835,0.008025,0.004650,0.042993,0.030547,10.274834,0.657285,0.930464
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.179643,-0.133695,-0.138822,0.063694,0.050246,8.294118,0.540107,0.800357
rating_quintile,all,LLR,,,top 20%,753,0.058271,-0.007409,-0.010177,0.043281,0.032106,10.328021,0.782205,0.964143
rating_quintile,all,LLR,,,20-40%,782,0.066688,-0.000578,-0.003778,0.046820,0.033932,16.710997,0.696931,0.948849
rating_quintile,all,LLR,,,40-60%,760,0.096386,-0.002504,-0.005930,0.052371,0.038213,19.446053,0.609211,0.892105
rating_quintile,all,LLR,,,60-80%,532,0.104482,-0.010636,-0.014854,0.050782,0.037553,17.475564,0.586466,0.862782
rating_quintile,all,LLR,,,bottom 20%,128,0.169544,-0.080129,-0.085469,0.054745,0.041014,11.578125,0.453125,0.757813
rating_quintile,rated-only,LLR,,,top 20%,566,0.056388,-0.004054,-0.006629,0.042373,0.031557,7.660777,0.803887,0.969965
rating_quintile,rated-only,LLR,,,20-40%,595,0.061136,-0.000729,-0.003714,0.044730,0.032451,11.677311,0.719328,0.957983
rating_quintile,rated-only,LLR,,,40-60%,603,0.085413,-0.007897,-0.011042,0.048768,0.035828,12.988391,0.669983,0.928690
rating_quintile,rated-only,LLR,,,60-80%,594,0.086461,0.012148,0.008861,0.052607,0.037688,10.989899,0.582492,0.880471
rating_quintile,rated-only,LLR,,,bottom 20%,597,0.125788,-0.026615,-0.031525,0.054070,0.040439,7.323283,0.546064,0.832496
