scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2954,0.082655,-0.013551,-0.016737,0.047481,0.035022,15.576845,0.650305,0.903182
overall,rated-only,LLR,,,,2954,0.082594,-0.010984,-0.014156,0.047693,0.035157,10.058226,0.648612,0.902844
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104735,-0.040066,-0.043222,0.048033,0.036024,9.556391,0.674812,0.921053
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104725,-0.039740,-0.042854,0.048052,0.036020,7.481203,0.672932,0.921053
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.118658,-0.013322,-0.018147,0.073225,0.054738,2.121622,0.513514,0.810811
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120763,0.023269,0.018578,0.078007,0.058549,1.229730,0.472973,0.770270
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.075272,-0.015828,-0.018371,0.044815,0.033072,5.887538,0.632219,0.893617
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.075296,-0.015885,-0.018429,0.044862,0.033074,4.443769,0.632219,0.890578
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077406,0.001189,-0.001806,0.049635,0.035700,23.782303,0.615169,0.903090
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077640,0.006290,0.003305,0.050393,0.036108,9.421348,0.605337,0.907303
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.073026,-0.005469,-0.008473,0.044353,0.032879,19.669111,0.668194,0.902841
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072553,-0.004462,-0.007455,0.044080,0.032720,15.682860,0.673694,0.902841
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.084267,-0.036503,-0.040166,0.046690,0.035826,2.405941,0.712871,0.900990
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.084249,-0.036513,-0.040159,0.046667,0.035784,1.990099,0.712871,0.900990
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.116009,-0.033309,-0.041548,0.057242,0.042419,1.850746,0.701493,0.910448
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.116210,-0.033347,-0.041642,0.057377,0.042522,1.641791,0.701493,0.910448
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.074297,-0.024948,-0.028186,0.041658,0.029421,1.571429,0.595238,0.928571
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.074433,-0.025386,-0.028727,0.041707,0.029485,1.047619,0.595238,0.928571
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.118681,-0.072545,-0.084489,0.085445,0.062557,1.833333,0.833333,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.117483,-0.070747,-0.082835,0.084648,0.061574,1.000000,0.833333,0.833333
finish_quintile,all,LLR,,,top 20%,663,0.049761,0.033238,0.030930,0.044101,0.031373,6.901961,0.734540,0.957768
finish_quintile,all,LLR,,,20-40%,651,0.057277,0.021990,0.019368,0.044138,0.032207,12.778802,0.685100,0.927803
finish_quintile,all,LLR,,,40-60%,620,0.061532,0.010415,0.007597,0.042212,0.030129,16.424194,0.662903,0.935484
finish_quintile,all,LLR,,,60-80%,564,0.073513,-0.007919,-0.011254,0.044051,0.031957,18.647163,0.611702,0.907801
finish_quintile,all,LLR,,,bottom 20%,456,0.206742,-0.171872,-0.177455,0.068576,0.054794,27.234649,0.508772,0.739035
finish_quintile,rated-only,LLR,,,top 20%,574,0.050009,0.035673,0.033427,0.044710,0.031929,7.219512,0.733449,0.952962
finish_quintile,rated-only,LLR,,,20-40%,602,0.055517,0.026306,0.023749,0.043916,0.031818,11.612957,0.681063,0.936877
finish_quintile,rated-only,LLR,,,40-60%,613,0.062865,0.019327,0.016554,0.044305,0.031806,12.642741,0.659054,0.918434
finish_quintile,rated-only,LLR,,,60-80%,604,0.066326,0.001791,-0.001385,0.041361,0.029470,10.180464,0.634106,0.928808
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.184064,-0.145615,-0.150824,0.065316,0.051827,8.338681,0.531194,0.770053
rating_quintile,all,LLR,,,top 20%,751,0.058414,-0.008103,-0.010484,0.043082,0.032010,10.288948,0.764314,0.958722
rating_quintile,all,LLR,,,20-40%,783,0.065419,-0.004450,-0.007275,0.045855,0.033275,16.383142,0.685824,0.931034
rating_quintile,all,LLR,,,40-60%,761,0.094623,-0.010667,-0.013834,0.050697,0.037374,19.370565,0.580815,0.880420
rating_quintile,all,LLR,,,60-80%,531,0.103992,-0.021074,-0.025310,0.049650,0.036970,17.338983,0.581921,0.851224
rating_quintile,all,LLR,,,bottom 20%,128,0.170662,-0.087134,-0.093008,0.055123,0.041326,11.804688,0.460938,0.757813
rating_quintile,rated-only,LLR,,,top 20%,565,0.055608,-0.006287,-0.008537,0.041701,0.031193,7.612389,0.773451,0.962832
rating_quintile,rated-only,LLR,,,20-40%,596,0.061436,-0.001774,-0.004413,0.044903,0.032542,11.588926,0.704698,0.946309
rating_quintile,rated-only,LLR,,,40-60%,602,0.084125,-0.013832,-0.016662,0.047281,0.034910,12.827243,0.657807,0.921927
rating_quintile,rated-only,LLR,,,60-80%,592,0.085295,0.003250,0.000182,0.051254,0.036963,10.802365,0.560811,0.864865
rating_quintile,rated-only,LLR,,,bottom 20%,599,0.124895,-0.035785,-0.040802,0.053014,0.039959,7.323873,0.552588,0.821369
