scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2948,0.083603,-0.016855,-0.019339,0.047696,0.035476,15.672320,0.590231,0.867028
overall,rated-only,LLR,,,,2948,0.083407,-0.014393,-0.016874,0.047812,0.035556,10.156038,0.586499,0.866689
group,all,LLR,L2s Main LLR Backtesting,Open,,531,0.105482,-0.044318,-0.046666,0.047806,0.036198,9.600753,0.595104,0.885122
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,531,0.105490,-0.044310,-0.046657,0.047813,0.036200,7.536723,0.596987,0.888889
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.122072,-0.022903,-0.026676,0.074022,0.056420,2.094595,0.432432,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.122318,0.014167,0.010527,0.077691,0.059278,1.148649,0.378378,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,326,0.076552,-0.017620,-0.019560,0.045411,0.033858,5.990798,0.558282,0.834356
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,327,0.076372,-0.017697,-0.019632,0.045337,0.033790,4.538226,0.559633,0.834862
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077615,-0.002579,-0.005113,0.049549,0.035894,23.845288,0.568214,0.874824
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077621,0.002588,0.000062,0.050135,0.036256,9.511955,0.554149,0.877637
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073892,-0.007289,-0.009548,0.044741,0.033380,19.811927,0.611927,0.868807
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073322,-0.006543,-0.008804,0.044391,0.033155,15.814679,0.612844,0.868807
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085655,-0.040983,-0.043606,0.047051,0.036192,2.376238,0.683168,0.841584
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085665,-0.041003,-0.043626,0.047056,0.036213,1.980198,0.683168,0.841584
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119321,-0.039636,-0.046658,0.057863,0.043438,1.940299,0.626866,0.895522
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119288,-0.038841,-0.045959,0.057982,0.043411,1.731343,0.641791,0.895522
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.080761,-0.038854,-0.041390,0.043333,0.031045,1.571429,0.571429,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,41,0.082644,-0.039544,-0.042090,0.044353,0.031721,1.121951,0.560976,0.902439
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116304,-0.085110,-0.095058,0.082687,0.062511,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116926,-0.084280,-0.094194,0.083274,0.062797,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,657,0.049383,0.031382,0.029614,0.043678,0.031220,7.018265,0.681887,0.929985
finish_quintile,all,LLR,,,20-40%,650,0.057457,0.020317,0.018297,0.044234,0.032305,12.904615,0.633846,0.895385
finish_quintile,all,LLR,,,40-60%,620,0.061485,0.008060,0.005863,0.042162,0.030316,16.493548,0.608065,0.898387
finish_quintile,all,LLR,,,60-80%,565,0.073756,-0.010961,-0.013541,0.044114,0.032389,18.679646,0.538053,0.863717
finish_quintile,all,LLR,,,bottom 20%,456,0.212450,-0.180519,-0.184969,0.070385,0.056969,27.243421,0.436404,0.697368
finish_quintile,rated-only,LLR,,,top 20%,569,0.049292,0.033736,0.032020,0.043979,0.031654,7.321617,0.673111,0.920914
finish_quintile,rated-only,LLR,,,20-40%,601,0.055574,0.024657,0.022676,0.043926,0.031883,11.760399,0.633943,0.911814
finish_quintile,rated-only,LLR,,,40-60%,613,0.062499,0.017048,0.014903,0.044021,0.031844,12.743883,0.600326,0.884176
finish_quintile,rated-only,LLR,,,60-80%,604,0.066384,-0.001049,-0.003533,0.041384,0.029752,10.233444,0.576159,0.885762
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.189000,-0.153763,-0.157920,0.066927,0.053752,8.401070,0.443850,0.723708
rating_quintile,all,LLR,,,top 20%,745,0.058312,-0.010594,-0.012444,0.043140,0.032001,10.492617,0.706040,0.931544
