scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2948,0.083297,-0.015263,-0.017733,0.047645,0.035400,15.692673,0.590909,0.867028
overall,rated-only,LLR,,,,2947,0.083188,-0.012766,-0.015226,0.047817,0.035523,10.147947,0.589413,0.865626
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.105010,-0.042365,-0.044754,0.047752,0.036081,9.609023,0.612782,0.889098
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.105030,-0.042332,-0.044716,0.047768,0.036085,7.522556,0.612782,0.889098
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.120876,-0.020821,-0.024417,0.073548,0.056110,2.121622,0.418919,0.770270
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.121754,0.016094,0.012631,0.077629,0.059683,1.202703,0.378378,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,326,0.075870,-0.016900,-0.018827,0.045025,0.033597,5.963190,0.567485,0.834356
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,326,0.075944,-0.016967,-0.018888,0.045114,0.033643,4.506135,0.564417,0.834356
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,711,0.077229,-0.000695,-0.003253,0.049419,0.035793,23.887482,0.576653,0.879044
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,710,0.077468,0.004447,0.001913,0.050163,0.036236,9.483099,0.566197,0.880282
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073822,-0.005617,-0.007820,0.044851,0.033397,19.833945,0.598165,0.864220
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073272,-0.004756,-0.006956,0.044512,0.033178,15.820183,0.603670,0.864220
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.085233,-0.040236,-0.042902,0.046888,0.035973,2.386139,0.683168,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.085243,-0.040240,-0.042899,0.046889,0.035996,1.990099,0.683168,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119579,-0.040781,-0.047664,0.057973,0.043580,1.910448,0.611940,0.880597
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.119560,-0.039998,-0.047026,0.058086,0.043628,1.731343,0.626866,0.880597
group,all,LLR,L2s Main LLR Backtesting,Revolver,,41,0.080980,-0.036117,-0.038615,0.043686,0.031218,1.609756,0.585366,0.902439
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,41,0.080983,-0.036174,-0.038683,0.043683,0.031220,1.121951,0.585366,0.902439
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.116560,-0.085621,-0.095923,0.082873,0.062567,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.117121,-0.084383,-0.094505,0.083385,0.062382,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,657,0.049219,0.031087,0.029295,0.043521,0.031101,7.035008,0.687976,0.931507
finish_quintile,all,LLR,,,20-40%,650,0.057701,0.020500,0.018458,0.044418,0.032516,12.895385,0.624615,0.889231
finish_quintile,all,LLR,,,40-60%,620,0.062002,0.009316,0.007115,0.042533,0.030542,16.558065,0.600000,0.898387
finish_quintile,all,LLR,,,60-80%,565,0.074164,-0.008432,-0.010983,0.044406,0.032534,18.713274,0.545133,0.860177
finish_quintile,all,LLR,,,bottom 20%,456,0.209150,-0.174905,-0.179226,0.069151,0.055863,27.234649,0.447368,0.708333
finish_quintile,rated-only,LLR,,,top 20%,568,0.049145,0.033387,0.031650,0.043840,0.031539,7.350352,0.686620,0.924296
finish_quintile,rated-only,LLR,,,20-40%,601,0.055888,0.024735,0.022741,0.044165,0.032112,11.728785,0.623960,0.906822
finish_quintile,rated-only,LLR,,,40-60%,613,0.063139,0.018097,0.015945,0.044491,0.032172,12.747145,0.597064,0.879282
finish_quintile,rated-only,LLR,,,60-80%,604,0.067033,0.001229,-0.001221,0.041812,0.030043,10.241722,0.577815,0.879139
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.186205,-0.148460,-0.152503,0.065857,0.052772,8.345811,0.458111,0.732620
rating_quintile,all,LLR,,,top 20%,746,0.058740,-0.011851,-0.013717,0.043034,0.031983,10.639410,0.703753,0.934316
rating_quintile,all,LLR,,,20-40%,782,0.065718,-0.005607,-0.007813,0.045989,0.033546,16.400256,0.630435,0.906650
rating_quintile,all,LLR,,,40-60%,760,0.094749,-0.011207,-0.013657,0.050729,0.037817,19.417105,0.521053,0.828947
rating_quintile,all,LLR,,,60-80%,531,0.105229,-0.021827,-0.025083,0.050244,0.037738,17.478343,0.519774,0.807910
rating_quintile,all,LLR,,,bottom 20%,129,0.174124,-0.090409,-0.094842,0.055490,0.042540,11.333333,0.403101,0.705426
rating_quintile,rated-only,LLR,,,top 20%,559,0.055335,-0.009114,-0.010846,0.041281,0.030960,7.677996,0.724508,0.939177
rating_quintile,rated-only,LLR,,,20-40%,595,0.062139,-0.004684,-0.006740,0.045203,0.032843,11.742857,0.631933,0.919328
rating_quintile,rated-only,LLR,,,40-60%,601,0.084273,-0.013520,-0.015724,0.047506,0.035292,12.920133,0.602329,0.878536
rating_quintile,rated-only,LLR,,,60-80%,592,0.085565,0.001748,-0.000661,0.051193,0.037460,10.896959,0.506757,0.817568
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.126581,-0.037748,-0.041596,0.053479,0.040752,7.351667,0.490000,0.778333
