scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2952,0.082699,-0.016365,-0.018465,0.047286,0.035389,15.613482,0.561992,0.846545
overall,rated-only,LLR,,,,2953,0.082498,-0.013819,-0.015912,0.047390,0.035478,10.086353,0.557738,0.844226
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104188,-0.042003,-0.044005,0.047527,0.036129,9.584586,0.578947,0.870301
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104189,-0.042245,-0.044273,0.047508,0.036111,7.498120,0.582707,0.870301
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.120200,-0.019653,-0.022838,0.073521,0.056475,2.121622,0.391892,0.729730
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120748,0.017312,0.014218,0.077240,0.059532,1.202703,0.351351,0.689189
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.074919,-0.017407,-0.019097,0.044395,0.033351,5.878419,0.544073,0.820669
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.074961,-0.017545,-0.019245,0.044450,0.033383,4.458967,0.547112,0.817629
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077280,-0.002877,-0.004981,0.049319,0.036096,23.803371,0.528090,0.844101
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077339,0.002386,0.000319,0.049934,0.036521,9.448034,0.514045,0.838483
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073368,-0.007399,-0.009347,0.044463,0.033320,19.733945,0.581651,0.849541
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072811,-0.006335,-0.008260,0.044126,0.033108,15.736697,0.578899,0.849541
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.083322,-0.038671,-0.040859,0.045852,0.035544,2.346535,0.663366,0.841584
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.083306,-0.038682,-0.040880,0.045832,0.035535,1.930693,0.663366,0.841584
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.118518,-0.043217,-0.048732,0.056916,0.042935,1.954545,0.590909,0.863636
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.116880,-0.042193,-0.047937,0.056182,0.042407,1.716418,0.597015,0.880597
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.075562,-0.032282,-0.034408,0.041776,0.029802,1.571429,0.547619,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.075584,-0.032342,-0.034481,0.041786,0.029806,1.047619,0.547619,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.125151,-0.092479,-0.100448,0.089321,0.066705,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.123569,-0.090439,-0.098442,0.088229,0.065646,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,662,0.048629,0.030124,0.028592,0.042974,0.030892,6.950151,0.649547,0.909366
finish_quintile,all,LLR,,,20-40%,650,0.057080,0.019952,0.018214,0.043941,0.032340,12.796923,0.596923,0.880000
finish_quintile,all,LLR,,,40-60%,620,0.061352,0.008143,0.006283,0.042081,0.030402,16.501613,0.574194,0.872581
finish_quintile,all,LLR,,,60-80%,564,0.073515,-0.010288,-0.012464,0.044011,0.032510,18.684397,0.514184,0.836879
finish_quintile,all,LLR,,,bottom 20%,456,0.209066,-0.176460,-0.180136,0.069442,0.056602,27.199561,0.427632,0.684211
finish_quintile,rated-only,LLR,,,top 20%,574,0.048385,0.032454,0.030968,0.043131,0.031290,7.242160,0.644599,0.898955
finish_quintile,rated-only,LLR,,,20-40%,602,0.055182,0.024294,0.022597,0.043614,0.031878,11.651163,0.598007,0.893688
finish_quintile,rated-only,LLR,,,40-60%,612,0.062464,0.017174,0.015354,0.043990,0.032007,12.694444,0.558824,0.854575
finish_quintile,rated-only,LLR,,,60-80%,604,0.066267,-0.000584,-0.002669,0.041313,0.029936,10.203642,0.551325,0.855960
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.186043,-0.150122,-0.153570,0.066051,0.053380,8.345811,0.431373,0.711230
rating_quintile,all,LLR,,,top 20%,750,0.058303,-0.011633,-0.013233,0.042761,0.031948,10.293333,0.677333,0.920000
rating_quintile,all,LLR,,,20-40%,783,0.065836,-0.006808,-0.008674,0.045966,0.033632,16.563218,0.586207,0.879949
rating_quintile,all,LLR,,,40-60%,760,0.093999,-0.012648,-0.014726,0.050152,0.037806,19.340789,0.497368,0.803947
rating_quintile,all,LLR,,,60-80%,531,0.104612,-0.024899,-0.027695,0.049713,0.037684,17.406780,0.500942,0.794727
rating_quintile,all,LLR,,,bottom 20%,128,0.170810,-0.089215,-0.092933,0.054795,0.042423,11.406250,0.375000,0.679688
rating_quintile,rated-only,LLR,,,top 20%,565,0.054747,-0.008977,-0.010478,0.040830,0.030677,7.591150,0.693805,0.922124
rating_quintile,rated-only,LLR,,,20-40%,596,0.061898,-0.004831,-0.006576,0.045002,0.032972,11.734899,0.588926,0.895973
rating_quintile,rated-only,LLR,,,40-60%,601,0.083249,-0.014883,-0.016747,0.046658,0.034887,12.757072,0.579035,0.860233
rating_quintile,rated-only,LLR,,,60-80%,591,0.084851,0.000468,-0.001549,0.050821,0.037579,10.851100,0.467005,0.788494
rating_quintile,rated-only,LLR,,,bottom 20%,600,0.126023,-0.040313,-0.043615,0.053292,0.041011,7.370000,0.466667,0.758333
