scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2955,0.082408,-0.015485,-0.017911,0.047212,0.035190,15.574958,0.589171,0.864636
overall,rated-only,LLR,,,,2954,0.082309,-0.013157,-0.015581,0.047372,0.035314,10.056195,0.588693,0.863575
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104503,-0.041778,-0.044141,0.047726,0.036111,9.558271,0.601504,0.883459
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104511,-0.042055,-0.044442,0.047711,0.036089,7.483083,0.612782,0.887218
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.118971,-0.016436,-0.020045,0.073139,0.055831,2.121622,0.405405,0.743243
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120578,0.020097,0.016556,0.077495,0.059558,1.229730,0.364865,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,330,0.074755,-0.017209,-0.019092,0.044366,0.033207,5.845455,0.560606,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.074980,-0.017492,-0.019400,0.044518,0.033282,4.437690,0.562310,0.835866
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077215,-0.001544,-0.003839,0.049353,0.035948,23.773876,0.549157,0.859551
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077293,0.003435,0.001154,0.049969,0.036347,9.407303,0.535112,0.855337
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072995,-0.007020,-0.009351,0.044288,0.033073,19.705505,0.616514,0.874312
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072500,-0.006251,-0.008580,0.043988,0.032892,15.699083,0.621101,0.874312
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.083450,-0.037905,-0.040570,0.046048,0.035726,2.405941,0.702970,0.841584
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.083419,-0.037740,-0.040385,0.046029,0.035653,1.990099,0.702970,0.841584
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,68,0.113780,-0.037402,-0.043764,0.055395,0.041533,1.867647,0.632353,0.897059
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,68,0.113731,-0.037390,-0.043669,0.055408,0.041502,1.661765,0.632353,0.897059
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.071524,-0.023942,-0.026164,0.040675,0.028917,1.571429,0.595238,0.928571
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.071512,-0.023892,-0.026110,0.040669,0.028913,1.047619,0.595238,0.928571
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.122811,-0.084483,-0.093429,0.087926,0.065855,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.121858,-0.082931,-0.091800,0.087224,0.065379,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,663,0.048765,0.030703,0.028970,0.043128,0.030919,6.886878,0.675716,0.930618
finish_quintile,all,LLR,,,20-40%,651,0.056930,0.020444,0.018484,0.043851,0.032193,12.772657,0.622120,0.890937
finish_quintile,all,LLR,,,40-60%,620,0.061245,0.008776,0.006683,0.042009,0.030239,16.456452,0.603226,0.893548
finish_quintile,all,LLR,,,60-80%,565,0.073410,-0.009842,-0.012371,0.043985,0.032324,18.628319,0.548673,0.854867
finish_quintile,all,LLR,,,bottom 20%,456,0.207620,-0.173911,-0.178333,0.069019,0.055962,27.225877,0.447368,0.703947
finish_quintile,rated-only,LLR,,,top 20%,574,0.048634,0.032908,0.031202,0.043389,0.031377,7.216028,0.681185,0.919861
finish_quintile,rated-only,LLR,,,20-40%,602,0.055137,0.024464,0.022543,0.043591,0.031785,11.611296,0.619601,0.911960
finish_quintile,rated-only,LLR,,,40-60%,613,0.062412,0.017581,0.015513,0.043965,0.031848,12.649266,0.600326,0.874388
finish_quintile,rated-only,LLR,,,60-80%,604,0.066266,-0.000364,-0.002768,0.041317,0.029730,10.173841,0.577815,0.879139
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.184939,-0.148018,-0.152132,0.065744,0.052928,8.333333,0.459893,0.725490
rating_quintile,all,LLR,,,top 20%,752,0.058151,-0.010311,-0.012102,0.042755,0.031791,10.148936,0.700798,0.937500
rating_quintile,all,LLR,,,20-40%,783,0.065366,-0.006317,-0.008418,0.045660,0.033392,16.526181,0.614304,0.893997
rating_quintile,all,LLR,,,40-60%,760,0.094040,-0.012570,-0.014947,0.050200,0.037671,19.369737,0.526316,0.823684
rating_quintile,all,LLR,,,60-80%,531,0.104409,-0.023300,-0.026639,0.049801,0.037580,17.367232,0.527307,0.806026
rating_quintile,all,LLR,,,bottom 20%,129,0.168171,-0.086291,-0.090924,0.054348,0.041478,11.697674,0.410853,0.744186
rating_quintile,rated-only,LLR,,,top 20%,565,0.055065,-0.009209,-0.010922,0.041054,0.030783,7.619469,0.725664,0.941593
rating_quintile,rated-only,LLR,,,20-40%,596,0.061352,-0.003908,-0.005881,0.044712,0.032593,11.563758,0.627517,0.917785
rating_quintile,rated-only,LLR,,,40-60%,602,0.083793,-0.014840,-0.016948,0.046997,0.035099,12.828904,0.599668,0.863787
rating_quintile,rated-only,LLR,,,60-80%,592,0.085109,0.000682,-0.001605,0.050962,0.037480,10.807432,0.500000,0.812500
rating_quintile,rated-only,LLR,,,bottom 20%,599,0.124603,-0.038068,-0.042068,0.052805,0.040370,7.325543,0.497496,0.786311
