scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2956,0.082294,-0.019813,-0.021997,0.046890,0.035241,15.565629,0.569012,0.845061
overall,rated-only,LLR,,,,2956,0.082026,-0.017162,-0.019335,0.046948,0.035294,10.058187,0.567321,0.842016
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104307,-0.045677,-0.047707,0.047286,0.036145,9.610902,0.577068,0.859023
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104321,-0.045612,-0.047637,0.047303,0.036149,7.501880,0.580827,0.859023
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.120212,-0.020915,-0.024097,0.073545,0.056841,2.135135,0.405405,0.743243
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120964,0.016149,0.013187,0.077312,0.060226,1.216216,0.364865,0.662162
group,all,LLR,L2s Main LLR Backtesting,PCC,,330,0.074772,-0.019960,-0.021613,0.044148,0.033333,5.857576,0.527273,0.790909
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,330,0.074753,-0.019793,-0.021427,0.044182,0.033338,4.436364,0.518182,0.796970
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077128,-0.008089,-0.010325,0.048888,0.035855,23.764045,0.557584,0.846910
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.076816,-0.003084,-0.005330,0.049234,0.036069,9.408708,0.546348,0.848315
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072817,-0.010753,-0.012861,0.044081,0.033150,19.652612,0.588451,0.857012
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072247,-0.009456,-0.011532,0.043742,0.032924,15.695692,0.593951,0.850596
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.082720,-0.038866,-0.041087,0.045364,0.035557,2.326733,0.653465,0.831683
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.082762,-0.038889,-0.041100,0.045400,0.035591,1.930693,0.653465,0.821782
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,68,0.114565,-0.046019,-0.051248,0.054788,0.041513,1.955882,0.573529,0.882353
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,68,0.114470,-0.045335,-0.050780,0.054776,0.041531,1.720588,0.588235,0.897059
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.069934,-0.024452,-0.026274,0.040130,0.028853,1.571429,0.547619,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.070083,-0.025109,-0.027042,0.040202,0.028866,1.047619,0.547619,0.928571
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.126464,-0.093492,-0.101125,0.090891,0.069138,2.166667,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.124708,-0.091896,-0.099726,0.089555,0.068126,1.333333,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,664,0.047377,0.027282,0.025731,0.041815,0.030249,6.884036,0.671687,0.917169
finish_quintile,all,LLR,,,20-40%,651,0.055993,0.016996,0.015264,0.043107,0.031823,12.718894,0.602151,0.872504
finish_quintile,all,LLR,,,40-60%,620,0.060694,0.004633,0.002794,0.041613,0.030143,16.469355,0.579032,0.869355
finish_quintile,all,LLR,,,60-80%,565,0.073567,-0.015031,-0.017298,0.044034,0.032677,18.654867,0.520354,0.833628
finish_quintile,all,LLR,,,bottom 20%,456,0.210869,-0.180104,-0.184223,0.070393,0.057497,27.214912,0.418860,0.682018
finish_quintile,rated-only,LLR,,,top 20%,575,0.047074,0.029823,0.028309,0.041917,0.030593,7.184348,0.674783,0.904348
finish_quintile,rated-only,LLR,,,20-40%,602,0.054266,0.021433,0.019743,0.042878,0.031398,11.586379,0.604651,0.885382
finish_quintile,rated-only,LLR,,,40-60%,614,0.061353,0.013892,0.012083,0.043187,0.031477,12.664495,0.563518,0.856678
finish_quintile,rated-only,LLR,,,60-80%,604,0.066052,-0.005020,-0.007145,0.041148,0.029908,10.215232,0.554636,0.859272
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.187462,-0.153795,-0.157610,0.066834,0.054271,8.342246,0.434938,0.696970
rating_quintile,all,LLR,,,top 20%,752,0.058121,-0.014182,-0.015797,0.042500,0.031837,10.182181,0.686170,0.924202
rating_quintile,all,LLR,,,20-40%,783,0.065467,-0.010141,-0.011986,0.045524,0.033551,16.504470,0.592593,0.873563
rating_quintile,all,LLR,,,40-60%,761,0.095132,-0.018948,-0.021098,0.050122,0.038096,19.388962,0.504599,0.793693
rating_quintile,all,LLR,,,60-80%,531,0.102615,-0.026937,-0.030007,0.048944,0.037059,17.355932,0.506591,0.790960
rating_quintile,all,LLR,,,bottom 20%,129,0.165972,-0.087137,-0.091246,0.053251,0.041014,11.325581,0.379845,0.736434
rating_quintile,rated-only,LLR,,,top 20%,566,0.054678,-0.012528,-0.014052,0.040567,0.030644,7.514134,0.706714,0.924028
rating_quintile,rated-only,LLR,,,20-40%,596,0.061330,-0.007313,-0.009046,0.044450,0.032622,11.578859,0.602349,0.895973
rating_quintile,rated-only,LLR,,,40-60%,603,0.083371,-0.017287,-0.019137,0.046676,0.035106,12.873964,0.578773,0.844113
rating_quintile,rated-only,LLR,,,60-80%,592,0.085088,-0.005213,-0.007209,0.050416,0.037563,10.841216,0.474662,0.780405
rating_quintile,rated-only,LLR,,,bottom 20%,599,0.124077,-0.043024,-0.046746,0.052309,0.040295,7.340568,0.480801,0.769616
