scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2954,0.082594,-0.014033,-0.016553,0.047398,0.035239,15.567366,0.596479,0.867637
overall,rated-only,LLR,,,,2954,0.082474,-0.011698,-0.014229,0.047552,0.035356,10.052133,0.595464,0.867976
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104648,-0.040365,-0.042911,0.047937,0.036119,9.560150,0.633459,0.892857
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104634,-0.040410,-0.042952,0.047925,0.036102,7.481203,0.635338,0.894737
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.118594,-0.014574,-0.018358,0.073078,0.055516,2.121622,0.405405,0.756757
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120385,0.022012,0.018312,0.077577,0.059335,1.229730,0.364865,0.702703
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.075094,-0.016267,-0.018261,0.044631,0.033290,5.893617,0.568389,0.838906
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.075151,-0.016597,-0.018621,0.044696,0.033319,4.455927,0.568389,0.844985
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077360,0.000502,-0.001767,0.049571,0.036077,23.776685,0.543539,0.855337
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077423,0.005435,0.003151,0.050178,0.036445,9.424157,0.532303,0.853933
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.073061,-0.005685,-0.008097,0.044370,0.033071,19.645280,0.621448,0.878093
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072550,-0.004965,-0.007381,0.044058,0.032874,15.662695,0.626948,0.880843
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.084032,-0.037233,-0.040074,0.046410,0.035709,2.386139,0.702970,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.084071,-0.037401,-0.040284,0.046435,0.035779,1.970297,0.702970,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.115071,-0.035349,-0.042243,0.056304,0.042152,1.850746,0.641791,0.895522
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.115321,-0.035001,-0.042114,0.056530,0.042268,1.641791,0.656716,0.895522
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.074090,-0.025692,-0.028138,0.041397,0.029462,1.571429,0.595238,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.074004,-0.025439,-0.027830,0.041359,0.029438,1.047619,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.121564,-0.082768,-0.091974,0.086706,0.064405,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.121072,-0.081348,-0.090423,0.086439,0.064230,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,663,0.049271,0.031788,0.029979,0.043607,0.031185,6.877828,0.683258,0.933635
finish_quintile,all,LLR,,,20-40%,651,0.057334,0.021614,0.019564,0.044171,0.032379,12.769585,0.626728,0.890937
finish_quintile,all,LLR,,,40-60%,620,0.061603,0.010224,0.008031,0.042261,0.030352,16.422581,0.617742,0.896774
finish_quintile,all,LLR,,,60-80%,564,0.073535,-0.007996,-0.010629,0.044067,0.032285,18.645390,0.549645,0.859929
finish_quintile,all,LLR,,,bottom 20%,456,0.206851,-0.171994,-0.176523,0.068625,0.055515,27.225877,0.456140,0.708333
finish_quintile,rated-only,LLR,,,top 20%,574,0.049237,0.034064,0.032277,0.043961,0.031658,7.212544,0.684669,0.923345
finish_quintile,rated-only,LLR,,,20-40%,602,0.055451,0.025599,0.023578,0.043851,0.031937,11.601329,0.626246,0.910299
finish_quintile,rated-only,LLR,,,40-60%,613,0.062816,0.018869,0.016686,0.044262,0.032011,12.641109,0.610114,0.879282
finish_quintile,rated-only,LLR,,,60-80%,604,0.066390,0.001410,-0.001115,0.041404,0.029726,10.168874,0.582781,0.887417
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.184277,-0.146054,-0.150284,0.065413,0.052524,8.340463,0.468806,0.732620
rating_quintile,all,LLR,,,top 20%,751,0.058267,-0.009705,-0.011567,0.042864,0.031819,10.268975,0.709720,0.937417
rating_quintile,all,LLR,,,20-40%,783,0.065553,-0.004801,-0.006998,0.045903,0.033489,16.401022,0.624521,0.899106
rating_quintile,all,LLR,,,40-60%,761,0.094367,-0.010538,-0.013013,0.050536,0.037769,19.337714,0.532194,0.829172
rating_quintile,all,LLR,,,60-80%,531,0.104018,-0.021136,-0.024559,0.049655,0.037417,17.338983,0.531073,0.809793
rating_quintile,all,LLR,,,bottom 20%,128,0.170691,-0.087215,-0.092093,0.055135,0.041942,11.789063,0.414063,0.734375
rating_quintile,rated-only,LLR,,,top 20%,565,0.055229,-0.008044,-0.009837,0.041275,0.030890,7.598230,0.729204,0.941593
