scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2952,0.082802,-0.012942,-0.015551,0.047580,0.035308,15.594512,0.605352,0.869919
overall,rated-only,LLR,,,,2952,0.082723,-0.010451,-0.013047,0.047763,0.035450,10.074864,0.601626,0.868225
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104768,-0.039140,-0.041839,0.048111,0.036147,9.543233,0.639098,0.904135
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104741,-0.039208,-0.041923,0.048088,0.036126,7.483083,0.648496,0.904135
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.118515,-0.013194,-0.017178,0.073169,0.055463,2.135135,0.459459,0.783784
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120468,0.023457,0.019586,0.077804,0.059292,1.243243,0.391892,0.716216
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.075376,-0.015231,-0.017302,0.044882,0.033357,5.884498,0.586626,0.835866
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.075389,-0.015254,-0.017339,0.044923,0.033353,4.458967,0.589666,0.838906
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077338,0.002003,-0.000256,0.049633,0.036118,23.818820,0.549157,0.853933
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077518,0.006952,0.004707,0.050332,0.036593,9.463483,0.533708,0.851124
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.073233,-0.004905,-0.007387,0.044492,0.033116,19.690826,0.626606,0.877982
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072781,-0.003785,-0.006242,0.044229,0.032946,15.688073,0.626606,0.879817
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.084629,-0.036946,-0.040040,0.046773,0.035870,2.405941,0.712871,0.851485
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.084590,-0.036894,-0.039988,0.046743,0.035834,1.990099,0.712871,0.851485
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.116810,-0.031476,-0.039069,0.057894,0.042976,1.848485,0.681818,0.909091
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,66,0.116886,-0.032446,-0.039929,0.057766,0.042972,1.666667,0.666667,0.893939
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.077056,-0.027703,-0.030253,0.042153,0.030071,1.571429,0.595238,0.904762
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.077151,-0.027880,-0.030485,0.042200,0.030102,1.095238,0.595238,0.904762
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.123926,-0.083917,-0.092856,0.088518,0.064404,1.833333,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.122674,-0.082533,-0.091440,0.087560,0.063968,1.000000,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,662,0.049761,0.032680,0.030804,0.044075,0.031436,6.895770,0.688822,0.933535
finish_quintile,all,LLR,,,20-40%,650,0.057788,0.022458,0.020319,0.044529,0.032611,12.820000,0.640000,0.895385
finish_quintile,all,LLR,,,40-60%,620,0.061883,0.011313,0.009022,0.042457,0.030447,16.440323,0.620968,0.898387
finish_quintile,all,LLR,,,60-80%,564,0.073553,-0.006469,-0.009196,0.044089,0.032247,18.636525,0.556738,0.863475
finish_quintile,all,LLR,,,bottom 20%,456,0.206306,-0.170622,-0.175248,0.068303,0.055171,27.265351,0.473684,0.710526
finish_quintile,rated-only,LLR,,,top 20%,574,0.049733,0.035002,0.033168,0.044435,0.031902,7.221254,0.684669,0.921603
finish_quintile,rated-only,LLR,,,20-40%,601,0.055903,0.026533,0.024448,0.044217,0.032177,11.663894,0.625624,0.913478
finish_quintile,rated-only,LLR,,,40-60%,612,0.063299,0.020080,0.017824,0.044613,0.032222,12.673203,0.616013,0.879085
finish_quintile,rated-only,LLR,,,60-80%,604,0.066526,0.003058,0.000457,0.041499,0.029770,10.158940,0.596026,0.885762
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.183838,-0.144427,-0.148716,0.065149,0.052223,8.367201,0.481283,0.734403
rating_quintile,all,LLR,,,top 20%,751,0.058249,-0.009307,-0.011235,0.042849,0.031723,10.415446,0.717710,0.938748
rating_quintile,all,LLR,,,20-40%,782,0.066116,-0.003687,-0.005976,0.046408,0.033845,16.402813,0.634271,0.901535
rating_quintile,all,LLR,,,40-60%,760,0.094384,-0.008802,-0.011372,0.050633,0.037719,19.307895,0.536842,0.835526
rating_quintile,all,LLR,,,60-80%,531,0.104041,-0.019113,-0.022617,0.049751,0.037443,17.331450,0.540490,0.809793
