scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2955,0.082422,-0.022719,-0.024754,0.046797,0.035373,15.574281,0.552623,0.829442
overall,rated-only,LLR,,,,2955,0.082113,-0.020301,-0.022320,0.046823,0.035423,10.069374,0.550931,0.826396
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104221,-0.047684,-0.049506,0.047075,0.036192,9.610902,0.560150,0.843985
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104292,-0.047826,-0.049674,0.047118,0.036208,7.509398,0.565789,0.845865
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.121049,-0.023705,-0.026602,0.073859,0.057707,2.108108,0.391892,0.689189
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.121560,0.013197,0.010450,0.077393,0.060892,1.243243,0.364865,0.662162
group,all,LLR,L2s Main LLR Backtesting,PCC,,330,0.074849,-0.021695,-0.023217,0.044075,0.033457,5.866667,0.509091,0.775758
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,330,0.074843,-0.021618,-0.023119,0.044104,0.033502,4.421212,0.506061,0.775758
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077279,-0.012826,-0.014949,0.048690,0.035949,23.780899,0.539326,0.835674
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.076696,-0.007657,-0.009751,0.048861,0.036090,9.439607,0.523876,0.827247
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072901,-0.013205,-0.015181,0.044052,0.033253,19.650779,0.573786,0.842346
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1091,0.072393,-0.012581,-0.014561,0.043747,0.033065,15.698442,0.581118,0.843263
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.082611,-0.040054,-0.042096,0.045143,0.035654,2.346535,0.633663,0.821782
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.082595,-0.039606,-0.041591,0.045158,0.035634,1.930693,0.633663,0.801980
group,all,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.116864,-0.052561,-0.057541,0.055237,0.042304,1.940299,0.567164,0.835821
group,rated-only,LLR,L2s Main LLR Backtesting,Single Stack,,67,0.116854,-0.052325,-0.057157,0.055264,0.042325,1.701493,0.552239,0.835821
group,all,LLR,L2s Main LLR Backtesting,Revolver,,42,0.070100,-0.027094,-0.028866,0.040082,0.029083,1.571429,0.523810,0.880952
group,rated-only,LLR,L2s Main LLR Backtesting,Revolver,,42,0.069963,-0.026412,-0.028064,0.040023,0.029098,1.047619,0.500000,0.857143
group,all,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.129691,-0.101826,-0.108935,0.093292,0.071679,2.166667,0.666667,0.833333
group,rated-only,LLR,L2s Main LLR Backtesting,Limited 10,,6,0.128135,-0.099307,-0.106138,0.092187,0.070755,1.333333,0.666667,0.833333
finish_quintile,all,LLR,,,top 20%,664,0.046609,0.025010,0.023571,0.041088,0.029863,6.920181,0.653614,0.911145
finish_quintile,all,LLR,,,20-40%,651,0.055479,0.014649,0.013051,0.042695,0.031651,12.708141,0.586790,0.863287
finish_quintile,all,LLR,,,40-60%,620,0.060493,0.001860,0.000169,0.041458,0.030152,16.467742,0.566129,0.853226
finish_quintile,all,LLR,,,60-80%,564,0.073964,-0.018476,-0.020580,0.044226,0.033068,18.686170,0.498227,0.817376
finish_quintile,all,LLR,,,bottom 20%,456,0.213313,-0.184236,-0.188140,0.071404,0.058661,27.203947,0.405702,0.644737
finish_quintile,rated-only,LLR,,,top 20%,575,0.046225,0.027345,0.025940,0.041106,0.030239,7.217391,0.652174,0.899130
finish_quintile,rated-only,LLR,,,20-40%,602,0.053763,0.018890,0.017336,0.042465,0.031187,11.578073,0.591362,0.877076
finish_quintile,rated-only,LLR,,,40-60%,613,0.060960,0.010998,0.009338,0.042887,0.031403,12.683524,0.554649,0.836868
finish_quintile,rated-only,LLR,,,60-80%,604,0.066152,-0.008497,-0.010456,0.041183,0.030164,10.220199,0.531457,0.841060
finish_quintile,rated-only,LLR,,,bottom 20%,561,0.189617,-0.158099,-0.161707,0.067735,0.055337,8.354724,0.420677,0.670232
rating_quintile,all,LLR,,,top 20%,752,0.057825,-0.016576,-0.018076,0.042134,0.031722,10.125000,0.659574,0.920213
rating_quintile,all,LLR,,,20-40%,783,0.065807,-0.012849,-0.014545,0.045656,0.033829,16.596424,0.583653,0.853129
rating_quintile,all,LLR,,,40-60%,761,0.095130,-0.022221,-0.024212,0.049945,0.038238,19.362681,0.480946,0.779238
rating_quintile,all,LLR,,,60-80%,531,0.102998,-0.030288,-0.033197,0.048924,0.037210,17.378531,0.502825,0.772128
rating_quintile,all,LLR,,,bottom 20%,128,0.167655,-0.090750,-0.094626,0.053634,0.041612,11.328125,0.367188,0.687500
rating_quintile,rated-only,LLR,,,top 20%,566,0.054739,-0.015333,-0.016751,0.040449,0.030670,7.510601,0.674912,0.922261
rating_quintile,rated-only,LLR,,,20-40%,596,0.061678,-0.009520,-0.011109,0.044636,0.032897,11.625839,0.587248,0.877517
rating_quintile,rated-only,LLR,,,40-60%,601,0.083271,-0.020402,-0.022100,0.046417,0.035219,12.880200,0.567388,0.828619
rating_quintile,rated-only,LLR,,,60-80%,593,0.084809,-0.008888,-0.010722,0.050019,0.037605,10.861720,0.458685,0.765599
rating_quintile,rated-only,LLR,,,bottom 20%,599,0.124481,-0.046920,-0.050442,0.052267,0.040473,7.333890,0.472454,0.742905
