scope,mode,algorithm,project,group,bucket,n,mape,mpe,mpe_arith,mae,crps,rank_mae,coverage_1sigma,coverage_2sigma
overall,all,LLR,,,,2954,0.082384,-0.017307,-0.019613,0.047087,0.035214,15.584631,0.579215,0.857820
overall,rated-only,LLR,,,,2954,0.082174,-0.014905,-0.017209,0.047173,0.035284,10.057888,0.577861,0.855112
group,all,LLR,L2s Main LLR Backtesting,Open,,532,0.104368,-0.043461,-0.045644,0.047504,0.036087,9.582707,0.586466,0.877820
group,rated-only,LLR,L2s Main LLR Backtesting,Open,,532,0.104379,-0.043902,-0.046135,0.047480,0.036041,7.481203,0.597744,0.885338
group,all,LLR,L2s Main LLR Backtesting,Limited,,74,0.119510,-0.018541,-0.021980,0.073285,0.056210,2.135135,0.405405,0.756757
group,rated-only,LLR,L2s Main LLR Backtesting,Limited,,74,0.120843,0.018033,0.014678,0.077440,0.059806,1.216216,0.378378,0.689189
group,all,LLR,L2s Main LLR Backtesting,PCC,,329,0.074896,-0.018353,-0.020096,0.044343,0.033306,5.875380,0.531915,0.814590
group,rated-only,LLR,L2s Main LLR Backtesting,PCC,,329,0.074952,-0.018480,-0.020251,0.044414,0.033325,4.443769,0.534954,0.817629
group,all,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077251,-0.004223,-0.006494,0.049214,0.035946,23.759831,0.550562,0.855337
group,rated-only,LLR,L2s Main LLR Backtesting,Limited Optics,,712,0.077103,0.000965,-0.001288,0.049684,0.036259,9.401685,0.536517,0.845506
group,all,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072934,-0.008574,-0.010800,0.044207,0.033106,19.708257,0.606422,0.865138
group,rated-only,LLR,L2s Main LLR Backtesting,Carry Optics,,1090,0.072349,-0.007688,-0.009905,0.043846,0.032877,15.707339,0.608257,0.864220
group,all,LLR,L2s Main LLR Backtesting,Production,,101,0.083050,-0.038404,-0.040837,0.045689,0.035601,2.346535,0.693069,0.841584
group,rated-only,LLR,L2s Main LLR Backtesting,Production,,101,0.082988,-0.038030,-0.040386,0.045646,0.035482,1.930693,0.683168,0.841584
